"pfoa_val","pfoa_detected","state","water_use","tritium_tu","well_depth","tritium_category","month","median_income","poverty_rate","unemployment_rate","pct_white","pct_black","pct_hispanic","pct_bachelor_plus","pct_children","pct_adults","pct_older","pop_density_per_sq_mile","longitude","latitude","cancer_rate"
1.9,"1","California","Domestic",2.64,45.72,"Modern","November",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
2,"1","California","Production",2.21,69.19,"Modern","November",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
1.1,"0","California","Production",0.93,84.73,"Mixed","June",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
3.7,"0","California","Production",0.3,82.3,"Mixed","July",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
4,"1","California","Production",0.12,441.96,"Mixed","July",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Domestic",0.31,85.34,"Mixed","September",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
25.6,"1","California","Production",5.36,29.87,"Modern","July",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
1.2,"0","California","Domestic",2.97,57,"Modern","October",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Domestic",0.64,54.56,"Mixed","November",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
4,"1","California","Irrigation",0.04,310.9,"PreModern","August",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
3.8,"1","California","Domestic",0.22,152.4,"Mixed","February",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
3.8,"1","California","Domestic",1.28,24.38,"Modern","February",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
2,"1","California","Domestic",3.28,91.44,"Modern","December",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Production",0.3,121.92,"Mixed","September",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
2.4,"1","California","Domestic",4.12,36.88,"Modern","November",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
2,"1","California","Production",1.63,76.2,"Modern","November",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
3.6,"1","California","Domestic",-0.35,91.44,"PreModern","March",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
2.4,"1","California","Domestic",0.48,85.34,"Mixed","November",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Domestic",2.01,16,"Modern","November",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
3.6,"1","California","Production",0.45,120.4,"Mixed","July",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
2,"1","California","Production",1.5,0,"Modern","November",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
4,"1","California","Irrigation",2.01,85.34,"Modern","August",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
3.7,"1","California","Domestic",3.39,152.4,"Modern","June",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
4,"1","California","Domestic",2.17,60.96,"Modern","January",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
4.2,"1","California","Domestic",-0.03,0,"PreModern","January",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
3.7,"1","California","Production",1.05,64.62,"Modern","June",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
2.1,"1","California","Domestic",2.55,61.57,"Modern","October",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Production",1.47,0,"Modern","November",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
3.6,"1","California","Domestic",-0.21,150.27,"PreModern","March",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
3.1,"1","California","Production",2.08,246.89,"Modern","August",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
4.3,"1","California","Domestic",-0.07,277.06,"PreModern","March",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
2.6,"1","California","Production",3.9,121.92,"Modern","September",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
3.7,"1","California","Production",0.11,268.22,"Mixed","July",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Domestic",3.39,39.62,"Modern","December",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
3.7,"1","California","Domestic",4.18,127.1,"Modern","February",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
3.3,"1","California","Domestic",0.9,29.26,"Mixed","January",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
4.2,"1","California","Domestic",-0.23,182.88,"PreModern","March",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Production",1.66,0,"Modern","November",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Production",0.13,181.05,"Mixed","September",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
2,"1","California","Domestic",1.25,30.48,"Modern","December",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
2,"1","California","Domestic",0.98,62.48,"Modern","December",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
7.4,"1","California","Production",2.8,149.35,"Modern","September",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
3.8,"1","California","Domestic",2.16,134.11,"Modern","February",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Domestic",2.4,48.77,"Modern","October",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Domestic",2.15,36.58,"Modern","November",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
4,"1","California","Domestic",0.09,180.44,"Mixed","February",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
2.3,"1","California","Production",1.56,13.41,"Modern","November",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
4,"1","California","Domestic",-0.07,152.4,"PreModern","February",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
4,"1","California","Domestic",0.01,152.4,"PreModern","February",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
8.4,"1","California","Production",5.3,217.02,"Modern","September",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
3.8,"1","California","Production",2.03,121.92,"Modern","January",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Domestic",0.14,158.5,"Mixed","October",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Domestic",2.61,55.47,"Modern","September",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
3.6,"1","California","Domestic",0.73,121.92,"Mixed","June",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
4,"1","California","Production",1.13,122.83,"Modern","March",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Domestic",2.18,60.96,"Modern","September",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
3.7,"1","California","Production",1.75,110.95,"Modern","March",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Domestic",2.98,27.43,"Modern","December",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
3.4,"1","California","Production",0.12,185.93,"Mixed","March",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Domestic",3.4,33.53,"Modern","December",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Domestic",2.2,9.75,"Modern","December",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Domestic",4.5,36.58,"Modern","November",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
2,"1","California","Production",2.15,24.38,"Modern","November",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Domestic",0.25,73.15,"Mixed","September",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
2.1,"1","California","Domestic",1.83,38.1,"Modern","November",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Production",0.54,152.4,"Mixed","March",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
2.3,"1","California","Production",3.07,191.11,"Modern","March",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Production",0.05,371.86,"PreModern","August",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.2,"0","California","Production",0,188.98,"Unknown","June",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Production",1.82,233.17,"Modern","March",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Production",2.31,152.4,"Modern","March",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.4,"0","California","Domestic",2.01,59.44,"Modern","February",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
2.2,"1","California","Production",0.21,59.74,"Mixed","August",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Production",1.38,36.58,"Modern","May",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Production",1.44,230.12,"Modern","March",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Production",1.53,152.4,"Modern","March",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Domestic",1.93,29.57,"Modern","February",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Domestic",1.29,83.82,"Modern","July",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
2.2,"1","California","Irrigation",-0.02,304.8,"PreModern","March",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Irrigation",1.06,152.4,"Modern","February",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Production",0.04,60.96,"PreModern","September",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Domestic",2.09,67.06,"Modern","January",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1,"0","California","Production",0.3,49.07,"Mixed","August",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Production",3.2,38.4,"Modern","September",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
2,"1","California","Production",1.67,0,"Modern","May",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Production",0.1,140.82,"PreModern","May",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1,"0","California","Production",1.39,213.36,"Modern","May",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Production",0.21,149.35,"Mixed","February",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Domestic",3.27,56.39,"Modern","January",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Domestic",2.73,71.63,"Modern","February",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Domestic",0.27,126.49,"Mixed","March",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.2,"0","California","Production",2.22,167.64,"Modern","June",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Production",2.82,25.6,"Modern","July",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
2,"1","California","Production",1.55,0,"Modern","July",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Domestic",2.5,57.91,"Modern","January",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Domestic",1.63,71.32,"Modern","February",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Domestic",3.32,82.3,"Modern","February",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Production",3.12,85.34,"Modern","April",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Production",1.12,50.29,"Modern","May",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
2.9,"1","California","Production",1.57,109.73,"Modern","June",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
8.9,"1","California","Production",1.61,92.05,"Modern","May",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Production",1.88,152.4,"Modern","May",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Domestic",3.89,66.45,"Modern","February",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Production",2.18,360.27,"Modern","June",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Domestic",0.5,91.44,"Mixed","January",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Domestic",0.01,100.58,"PreModern","January",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Domestic",0.12,118.87,"Mixed","March",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
2,"1","California","Production",0.88,128.02,"Mixed","March",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Production",2.2,15.54,"Modern","May",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
2,"1","California","Production",1.3,53.04,"Modern","May",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Production",1.35,82.91,"Modern","April",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
4.8,"1","California","Production",1.77,91.44,"Modern","April",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Production",0.71,124.97,"Mixed","April",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
2.1,"1","California","Production",1.86,243.84,"Modern","March",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Production",3.61,85.34,"Modern","March",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
19.1,"1","California","Production",1.29,294.13,"Modern","March",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Production",0.4,74.68,"Mixed","March",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Domestic",1.45,97.54,"Modern","November",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
2,"1","California","Production",0.78,218.85,"Mixed","March",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Production",1.42,0,"Modern","July",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Production",-0.15,310.9,"PreModern","August",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Production",0.5,134.11,"Mixed","February",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Domestic",3.4,44.2,"Modern","January",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Domestic",2.06,30.48,"Modern","July",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Production",0.29,151.49,"Mixed","April",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
2,"1","California","Production",0.22,185.32,"Mixed","May",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Production",0.08,158.5,"PreModern","May",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
2,"1","California","Irrigation",0.34,146.3,"Mixed","March",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Domestic",2.13,32.61,"Modern","July",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
2,"1","California","Domestic",0.52,42.67,"Mixed","July",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Domestic",2.41,40.23,"Modern","February",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Domestic",1.63,35.05,"Modern","August",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Production",0.03,280.42,"PreModern","March",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Production",0.04,268.22,"PreModern","March",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Production",-0.16,182.88,"PreModern","May",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Domestic",0.07,111.25,"PreModern","March",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Domestic",0.12,67.06,"Mixed","August",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Production",0.26,80.77,"Mixed","June",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
2,"1","California","Domestic",-0.05,89.92,"PreModern","August",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
2.7,"1","California","Domestic",1.52,32,"Modern","August",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Irrigation",1.02,71.63,"Modern","June",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Domestic",2.56,18.29,"Modern","June",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
9.6,"1","California","Production",6.25,158.5,"Modern","June",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
6.3,"1","California","Production",1.92,120.4,"Modern","April",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
7.1,"1","California","Production",2.98,242.01,"Modern","June",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
2.2,"1","California","Production",-0.11,152.7,"PreModern","June",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Production",1.89,80.77,"Modern","July",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Domestic",2.18,60.96,"Modern","March",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Domestic",1.13,64.31,"Modern","January",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.5,"0","California","Domestic",1.49,91.44,"Modern","August",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Domestic",0.02,73.15,"PreModern","August",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Domestic",0.28,176.78,"Mixed","September",84097,12.25,6.48,52.09,5.66,39.52,32.74,22.79,62.84,14.37,253.15,-119.472147528039,37.1839118907824,0.45
