"pfoa_val","pfoa_detected","state","water_use","tritium_tu","well_depth","tritium_category","month","median_income","poverty_rate","unemployment_rate","pct_white","pct_black","pct_hispanic","pct_bachelor_plus","pct_children","pct_adults","pct_older","pop_density_per_sq_mile","longitude","latitude","cancer_rate"
4,"1","Alabama","Production",-0.04,152.4,"PreModern","August",50536,16.74,5.89,68.09,26.64,4.28,23.95,22.48,61.01,16.51,96.27,-86.8298984466196,32.7770030078541,0.56
4,"1","Alabama","Water supply, other",-0.03,141.73,"PreModern","June",50536,16.74,5.89,68.09,26.64,4.28,23.95,22.48,61.01,16.51,96.27,-86.8298984466196,32.7770030078541,0.56
4,"1","Alabama","Domestic",-0.2,77.72,"PreModern","June",50536,16.74,5.89,68.09,26.64,4.28,23.95,22.48,61.01,16.51,96.27,-86.8298984466196,32.7770030078541,0.56
3.7,"1","Alabama","Domestic",1.96,53.95,"Modern","July",50536,16.74,5.89,68.09,26.64,4.28,23.95,22.48,61.01,16.51,96.27,-86.8298984466196,32.7770030078541,0.56
4,"1","Alabama","Domestic",1.4,64.01,"Modern","July",50536,16.74,5.89,68.09,26.64,4.28,23.95,22.48,61.01,16.51,96.27,-86.8298984466196,32.7770030078541,0.56
3.7,"1","Alabama","Domestic",2.12,50.6,"Modern","July",50536,16.74,5.89,68.09,26.64,4.28,23.95,22.48,61.01,16.51,96.27,-86.8298984466196,32.7770030078541,0.56
4,"1","Alabama","Domestic",-0.07,67.06,"PreModern","July",50536,16.74,5.89,68.09,26.64,4.28,23.95,22.48,61.01,16.51,96.27,-86.8298984466196,32.7770030078541,0.56
3.7,"1","Alabama","Domestic",0.19,18.9,"Mixed","July",50536,16.74,5.89,68.09,26.64,4.28,23.95,22.48,61.01,16.51,96.27,-86.8298984466196,32.7770030078541,0.56
4,"1","Alabama","Water supply, other",2.4,27.74,"Modern","July",50536,16.74,5.89,68.09,26.64,4.28,23.95,22.48,61.01,16.51,96.27,-86.8298984466196,32.7770030078541,0.56
3.7,"1","Alabama","Domestic",0.55,32.92,"Mixed","July",50536,16.74,5.89,68.09,26.64,4.28,23.95,22.48,61.01,16.51,96.27,-86.8298984466196,32.7770030078541,0.56
4.2,"1","Alabama","Domestic",-0.02,50.29,"PreModern","July",50536,16.74,5.89,68.09,26.64,4.28,23.95,22.48,61.01,16.51,96.27,-86.8298984466196,32.7770030078541,0.56
4,"1","Alabama","Domestic",2.17,35.05,"Modern","July",50536,16.74,5.89,68.09,26.64,4.28,23.95,22.48,61.01,16.51,96.27,-86.8298984466196,32.7770030078541,0.56
4.3,"1","Alabama","Domestic",2.7,40.23,"Modern","August",50536,16.74,5.89,68.09,26.64,4.28,23.95,22.48,61.01,16.51,96.27,-86.8298984466196,32.7770030078541,0.56
3.7,"1","Alabama","Domestic",-0.08,91.44,"PreModern","August",50536,16.74,5.89,68.09,26.64,4.28,23.95,22.48,61.01,16.51,96.27,-86.8298984466196,32.7770030078541,0.56
4,"1","Alabama","Irrigation",0.64,62.94,"Mixed","August",50536,16.74,5.89,68.09,26.64,4.28,23.95,22.48,61.01,16.51,96.27,-86.8298984466196,32.7770030078541,0.56
4,"1","Alabama","Production",0,110.03,"PreModern","August",50536,16.74,5.89,68.09,26.64,4.28,23.95,22.48,61.01,16.51,96.27,-86.8298984466196,32.7770030078541,0.56
4,"1","Alabama","Production",0,55.47,"PreModern","August",50536,16.74,5.89,68.09,26.64,4.28,23.95,22.48,61.01,16.51,96.27,-86.8298984466196,32.7770030078541,0.56
4,"1","Alabama","Domestic",0.15,47.24,"Mixed","October",50536,16.74,5.89,68.09,26.64,4.28,23.95,22.48,61.01,16.51,96.27,-86.8298984466196,32.7770030078541,0.56
3.7,"1","Alabama","Water supply, other",0.12,105.16,"Mixed","October",50536,16.74,5.89,68.09,26.64,4.28,23.95,22.48,61.01,16.51,96.27,-86.8298984466196,32.7770030078541,0.56
1.4,"0","Alabama","Production",0.12,170.38,"Mixed","October",50536,16.74,5.89,68.09,26.64,4.28,23.95,22.48,61.01,16.51,96.27,-86.8298984466196,32.7770030078541,0.56
4,"1","Alabama","Irrigation",3.08,36.58,"Modern","October",50536,16.74,5.89,68.09,26.64,4.28,23.95,22.48,61.01,16.51,96.27,-86.8298984466196,32.7770030078541,0.56
4,"1","Alabama","Domestic",2.3,39.62,"Modern","October",50536,16.74,5.89,68.09,26.64,4.28,23.95,22.48,61.01,16.51,96.27,-86.8298984466196,32.7770030078541,0.56
4,"1","Alabama","Unknown",0.12,137.16,"Mixed","November",50536,16.74,5.89,68.09,26.64,4.28,23.95,22.48,61.01,16.51,96.27,-86.8298984466196,32.7770030078541,0.56
2.4,"1","Alabama","Observation",3.39,7.01,"Modern","March",59609,15.72,5.12,66.21,26.38,4.62,25.56,22.09,60.59,17.32,99.27,-86.8298984466196,32.7770030078541,0.54
2,"1","Alabama","Production",2.53,46.33,"Modern","June",59609,15.72,5.12,66.21,26.38,4.62,25.56,22.09,60.59,17.32,99.27,-86.8298984466196,32.7770030078541,0.54
2,"1","Alabama","Production",2.03,64.01,"Modern","June",59609,15.72,5.12,66.21,26.38,4.62,25.56,22.09,60.59,17.32,99.27,-86.8298984466196,32.7770030078541,0.54
2.1,"1","Alabama","Observation",2.88,9.14,"Modern","March",59609,15.72,5.12,66.21,26.38,4.62,25.56,22.09,60.59,17.32,99.27,-86.8298984466196,32.7770030078541,0.54
1.9,"1","Alabama","Observation",2.28,16.15,"Modern","March",59609,15.72,5.12,66.21,26.38,4.62,25.56,22.09,60.59,17.32,99.27,-86.8298984466196,32.7770030078541,0.54
1.9,"1","Alabama","Observation",2.69,13.26,"Modern","March",59609,15.72,5.12,66.21,26.38,4.62,25.56,22.09,60.59,17.32,99.27,-86.8298984466196,32.7770030078541,0.54
1.3,"0","Alabama","Production",1.62,79.25,"Mixed","June",59609,15.72,5.12,66.21,26.38,4.62,25.56,22.09,60.59,17.32,99.27,-86.8298984466196,32.7770030078541,0.54
2,"1","Alabama","Observation",2.36,15.24,"Modern","March",59609,15.72,5.12,66.21,26.38,4.62,25.56,22.09,60.59,17.32,99.27,-86.8298984466196,32.7770030078541,0.54
1.9,"1","Alabama","Observation",2.63,10.67,"Modern","March",59609,15.72,5.12,66.21,26.38,4.62,25.56,22.09,60.59,17.32,99.27,-86.8298984466196,32.7770030078541,0.54
1.9,"1","Alabama","Observation",2.76,12.65,"Modern","March",59609,15.72,5.12,66.21,26.38,4.62,25.56,22.09,60.59,17.32,99.27,-86.8298984466196,32.7770030078541,0.54
1.8,"1","Alabama","Observation",-0.02,16.76,"PreModern","March",59609,15.72,5.12,66.21,26.38,4.62,25.56,22.09,60.59,17.32,99.27,-86.8298984466196,32.7770030078541,0.54
2.1,"1","Alabama","Observation",4.49,16.15,"Modern","March",59609,15.72,5.12,66.21,26.38,4.62,25.56,22.09,60.59,17.32,99.27,-86.8298984466196,32.7770030078541,0.54
2.3,"1","Alabama","Observation",1.92,8.53,"Modern","March",59609,15.72,5.12,66.21,26.38,4.62,25.56,22.09,60.59,17.32,99.27,-86.8298984466196,32.7770030078541,0.54
10.5,"1","Alabama","Observation",3.04,10.97,"Modern","March",59609,15.72,5.12,66.21,26.38,4.62,25.56,22.09,60.59,17.32,99.27,-86.8298984466196,32.7770030078541,0.54
1.9,"1","Alabama","Observation",3.35,18.75,"Modern","March",59609,15.72,5.12,66.21,26.38,4.62,25.56,22.09,60.59,17.32,99.27,-86.8298984466196,32.7770030078541,0.54
2,"1","Alabama","Observation",2.44,4.27,"Modern","March",59609,15.72,5.12,66.21,26.38,4.62,25.56,22.09,60.59,17.32,99.27,-86.8298984466196,32.7770030078541,0.54
1.9,"1","Alabama","Observation",2.33,11.28,"Modern","March",59609,15.72,5.12,66.21,26.38,4.62,25.56,22.09,60.59,17.32,99.27,-86.8298984466196,32.7770030078541,0.54
2.1,"1","Alabama","Observation",2.23,12.04,"Modern","March",59609,15.72,5.12,66.21,26.38,4.62,25.56,22.09,60.59,17.32,99.27,-86.8298984466196,32.7770030078541,0.54
2.5,"1","Alabama","Production",2.43,58.83,"Modern","August",59609,15.72,5.12,66.21,26.38,4.62,25.56,22.09,60.59,17.32,99.27,-86.8298984466196,32.7770030078541,0.54
1.8,"0","Alabama","Observation",2.79,9.75,"Modern","March",59609,15.72,5.12,66.21,26.38,4.62,25.56,22.09,60.59,17.32,99.27,-86.8298984466196,32.7770030078541,0.54
1.4,"0","Alabama","Observation",0,14.02,"Unknown","March",59609,15.72,5.12,66.21,26.38,4.62,25.56,22.09,60.59,17.32,99.27,-86.8298984466196,32.7770030078541,0.54
2.1,"1","Alabama","Observation",2.96,7.32,"Modern","March",59609,15.72,5.12,66.21,26.38,4.62,25.56,22.09,60.59,17.32,99.27,-86.8298984466196,32.7770030078541,0.54
1.9,"1","Alabama","Observation",3.11,24.08,"Modern","March",59609,15.72,5.12,66.21,26.38,4.62,25.56,22.09,60.59,17.32,99.27,-86.8298984466196,32.7770030078541,0.54
2,"1","Alabama","Production",1.38,50.6,"Mixed","June",59609,15.72,5.12,66.21,26.38,4.62,25.56,22.09,60.59,17.32,99.27,-86.8298984466196,32.7770030078541,0.54
3.4,"1","California","Domestic",-0.15,106.68,"PreModern","July",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4.2,"1","California","Domestic",0.25,92.96,"Mixed","August",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4.2,"1","California","Domestic",0.07,140.21,"PreModern","August",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4.5,"1","California","Domestic",0.22,65.53,"Mixed","July",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
3.7,"1","California","Domestic",0.06,94.49,"PreModern","July",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Domestic",0.17,105.16,"Mixed","August",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4.5,"1","California","Domestic",0.03,79.25,"PreModern","July",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Domestic",1.97,60.96,"Modern","August",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Domestic",0,79.25,"PreModern","August",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Domestic",-0.06,100.58,"PreModern","September",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
3.7,"1","California","Domestic",3.67,86.87,"Modern","September",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
3.7,"1","California","Domestic",2.21,36.58,"Modern","September",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Domestic",0.02,84.73,"PreModern","September",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Domestic",0.37,67.06,"Mixed","August",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Production",0.03,246.89,"PreModern","June",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
12.1,"1","California","Production",3.33,45.11,"Modern","May",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Production",2.77,76.81,"Modern","June",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Production",4.98,76.2,"Modern","June",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
2.1,"0","California","Production",0.4,762,"Mixed","June",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Production",0.35,133.5,"Mixed","June",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Production",0.1,222.5,"Mixed","June",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Unknown",0.44,24.08,"Mixed","June",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4.2,"1","California","Production",1.58,12.19,"Modern","June",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4.2,"1","California","Production",2.03,30.78,"Modern","June",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Domestic",1.18,43.28,"Modern","June",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Production",1.29,86.26,"Modern","June",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Production",0.59,47.24,"Mixed","June",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
3.4,"1","California","Domestic",1.08,45.72,"Mixed","December",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Production",1.09,16.76,"Modern","July",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Production",-0.14,115.82,"PreModern","July",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Production",1.58,65.53,"Modern","July",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4.2,"1","California","Irrigation",1.92,68.58,"Modern","July",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4.2,"1","California","Production",1.5,19.81,"Modern","July",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Production",1.76,13.72,"Modern","July",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
1.13,"0","California","Production",2.08,30.48,"Modern","November",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
3.7,"1","California","Production",0.77,153.01,"Mixed","November",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
3.7,"1","California","Production",1.65,36.58,"Modern","November",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4.2,"1","California","Domestic",0.71,121.92,"Mixed","October",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
2.24,"0","California","Production",1.14,109.73,"Modern","December",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4.2,"1","California","Production",-0.01,234.7,"PreModern","December",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Production",-0.01,155.45,"PreModern","December",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4.3,"1","California","Production",0.16,85.34,"Mixed","October",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4.3,"1","California","Irrigation",0.94,127.1,"Mixed","October",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Production",0.44,204.22,"Mixed","October",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Production",0.33,121.92,"Mixed","May",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4.2,"1","California","Production",0.84,213.36,"Mixed","December",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4.3,"1","California","Production",1.81,30.18,"Modern","December",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
3.6,"1","California","Domestic",-0.23,137.16,"PreModern","December",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
3.7,"1","California","Domestic",0.06,88.39,"PreModern","July",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
3.4,"1","California","Domestic",0.06,108.2,"PreModern","July",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
1.83,"0","California","Domestic",2.04,79.25,"Modern","July",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
3.6,"1","California","Domestic",3.72,121.92,"Modern","December",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4.2,"1","California","Domestic",0.09,48.77,"PreModern","August",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4.2,"1","California","Irrigation",0.68,140.21,"Mixed","October",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
5.76,"1","California","Production",1.37,71.63,"Modern","October",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
3.7,"1","California","Production",-0.05,168.25,"PreModern","November",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
3.7,"1","California","Production",0.07,137.77,"PreModern","November",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
3.7,"1","California","Production",0.28,160.93,"Mixed","November",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Domestic",0.06,109.73,"PreModern","July",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Domestic",0.19,88.39,"Mixed","July",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4.2,"1","California","Domestic",0.18,108.2,"Mixed","July",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Domestic",-0.21,64.01,"PreModern","August",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Domestic",0.33,91.44,"Mixed","August",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
3.7,"1","California","Domestic",0.04,56.39,"PreModern","September",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
3.7,"1","California","Domestic",0.09,93.88,"PreModern","September",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
3.6,"1","California","Domestic",0.99,73.15,"Mixed","September",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Domestic",0.27,85.34,"Mixed","August",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
1.47,"0","California","Domestic",2.07,48.77,"Modern","September",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
3.4,"1","California","Domestic",1.45,42.67,"Modern","December",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
3.4,"1","California","Domestic",0.75,42.67,"Mixed","December",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
3.4,"1","California","Domestic",1.21,182.88,"Modern","December",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4.5,"1","California","Domestic",-0.05,105.16,"PreModern","July",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
1.11,"0","California","Production",1.71,18.29,"Modern","September",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4.2,"1","California","Domestic",3.93,52.73,"Modern","July",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
3.4,"1","California","Domestic",1.86,74.68,"Modern","July",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
3.4,"1","California","Domestic",0.16,89.92,"Mixed","July",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Domestic",2.18,42.67,"Modern","August",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Domestic",3.73,54.86,"Modern","September",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
2.06,"0","California","Domestic",0.61,88.39,"Mixed","August",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Domestic",0.4,82.3,"Mixed","September",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
3.7,"1","California","Domestic",2.12,45.72,"Modern","September",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Domestic",0.42,48.77,"Mixed","September",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Domestic",4.13,37.19,"Modern","August",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Domestic",0.03,70.1,"PreModern","August",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Production",-0.08,76.2,"PreModern","December",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
1.55,"0","California","Domestic",3.13,70.1,"Modern","July",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
3.7,"1","California","Domestic",-0.23,79.25,"PreModern","September",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
3.6,"1","California","Domestic",4.95,44.2,"Modern","July",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Domestic",1.87,52.12,"Modern","August",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4,"1","California","Domestic",0.19,80.77,"Mixed","August",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4.3,"1","California","Production",2.34,60.96,"Modern","May",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
4.2,"1","California","Production",2.18,177.39,"Modern","May",75235,13.36,6.02,59.7,5.79,39.02,31.49,22.97,63.07,13.97,252.04,-119.472147528039,37.1839118907824,0.45
3.4,"1","California","Production",1.44,152.4,"Modern","August",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Production",2.05,107.59,"Modern","November",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Production",0.25,246.89,"Mixed","August",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Production",1.5,64.01,"Modern","October",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Production",0.45,198.12,"Mixed","September",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Domestic",2.42,21.03,"Modern","December",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Production",0.09,67.06,"PreModern","November",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Production",1.66,207.26,"Modern","August",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
1.8,"1","California","Production",0.22,166.12,"Mixed","October",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Production",0.84,99.06,"Mixed","November",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
1.9,"1","California","Production",0.3,88.39,"Mixed","October",78672,12.58,6.14,56.05,5.72,39.09,32.21,22.76,62.89,14.35,252.45,-119.472147528039,37.1839118907824,0.45
